name_a,type_a,name_b,type_b,similarity,confidence,reason
vpn 服務,tool,vpn,tool,0.8241,0.9,節點 A 和節點 B 的名稱語意等價，vpn 服務和 vpn 是同一概念的不同表達形式
惡意程式偵測軟體,tool,防毒軟體,tool,0.8236,0.9,惡意程式偵測軟體和防毒軟體是同義詞
讀卡機,tool,ic卡刷卡機,tool,0.822,0.8,讀卡機和ic卡刷卡機都是用於讀取卡片信息的工具，名稱雖有不同但功能相近
usim,tool,lte usim,tool,0.8204,0.8,usim 和 lte usim 都指的是通用串行接口模組，後者是前者的延伸或特定應用
代理型防火牆,tool,防火牆 (firewall),tool,0.8202,0.9,代理型防火牆是防火牆的一種特定類型，兩者名稱語意相關且指向同一概念
windows 自動更新,tool,windows 系統更新,tool,0.82,0.9,windows 自動更新和 windows 系統更新是同義詞
觸發燈光,tool,感應燈光設備,tool,0.8176,0.8,兩節點名稱語意相近，均指涉及燈光的工具
raid 1,tool,raid,tool,0.8175,0.9,節點 A 和節點 B 的名稱語意等價，都是指 RAID 1
惡意程式碼,tool,惡意軟體,tool,0.8164,0.9,惡意程式碼和惡意軟體是同義詞
dlp系統,tool,dlp,tool,0.8119,0.9,dlp系統和dlp是同義詞，指稱數據泄露防護系統
網路型入侵偵測系統,tool,網路型入侵偵測系統 (nids),tool,0.8103,1.0,兩節點名稱語意等價
vpn,tool,vpn 閘道器,tool,0.8097,0.8,vpn 和 vpn 閘道器 名稱語意相近，vpn 閘道器 可視為 vpn 的具體實現形式
手機防毒軟體,tool,惡意程式偵測軟體,tool,0.8096,0.8,手機防毒軟體和惡意程式偵測軟體在功能上相近，均用於防禦惡意程式
入侵防禦系統 (ips),tool,入侵防禦系統,tool,0.8095,1.0,兩節點名稱語意等價
一次性密碼 (otp),tool,otp,tool,0.8092,1.0,兩節點名稱語意等價
傳輸層防火牆,tool,封包過濾型防火牆,tool,0.8087,0.9,傳輸層防火牆和封包過濾型防火牆是同義詞
cctv,tool,閉路電視監視器,tool,0.8085,0.9,cctv 和 閉路電視監視器 是同義詞
高階 pc,tool,電腦,tool,0.8083,0.8,高階 pc 和電腦是相關的概念，高階 pc 是電腦的一種特定類型
ssl vpn,tool,加密 vpn 連線服務,tool,0.8073,0.8,ssl vpn 和加密 vpn 連線服務都是用於安全連線的技術，名稱語意相近
防毒解毒軟體,tool,防病毒軟體,tool,0.8071,0.9,防毒解毒軟體和防病毒軟體是同義詞
反間諜軟體,tool,惡意程式偵測軟體,tool,0.8071,0.8,反間諜軟體和惡意程式偵測軟體在功能上有相似之處，均用於偵測和防止惡意程式
入侵偵測系統,tool,入侵偵測與防禦系統 (idps),tool,0.8053,0.9,入侵偵測系統和入侵偵測與防禦系統是同義詞，後者是前者的擴展形式
log管理工具,tool,整合式日誌管理工具,tool,0.804,0.9,log管理工具和整合式日誌管理工具的名稱語意相近，都是用於管理日誌的工具
檔案加密機制,tool,加密措施,tool,0.8028,0.8,檔案加密機制和加密措施語意相近，指稱同一概念
usim,tool,usim卡,tool,0.8018,0.9,usim 和 usim 卡指稱同一概念的不同表達形式
ic卡,system,ic 卡,system,0.9874,1.0,兩節點名稱語意等價
web伺服器,system,web 伺服器,system,0.9817,1.0,兩節點名稱語意等價
虛擬資產,system,虛擬化資產,system,0.979,0.9,虛擬資產和虛擬化資產在此語境下為同義詞
硬體類資產,system,硬體資產,system,0.9776,0.9,節點 A 和節點 B 的名稱語意相近，均指稱硬體類資產
用戶電腦,system,使用者電腦,system,0.9741,0.9,用戶電腦和使用者電腦是同義詞
java 卡,system,java card,system,0.9669,0.9,java 卡和java card是同義詞
ieee 802.11i,system,ieee 802.11i wlan,system,0.9659,0.9,節點 A 和節點 B 的名稱語意等價，均指 IEEE 802.11i 無線網路標準
物聯網相關設備,system,物聯網設備,system,0.9644,0.9,兩節點名稱語意等價，均指稱物聯網相關的設備
電腦作業系統,system,作業系統,system,0.964,0.9,節點 A 和節點 B 的名稱語意等價，都是指作業系統
郵件伺服器,system,寄送郵件伺服器,system,0.9611,0.9,郵件伺服器和寄送郵件伺服器是同義詞
資訊機房,system,資訊設施機房,system,0.9589,0.9,兩節點名稱語意相近，資訊機房和資訊設施機房是同義詞
聯網裝置,system,物聯網裝置,system,0.9578,0.9,聯網裝置和物聯網裝置在本體論類別system下是同義詞
網路,system,網際網路,system,0.9563,0.9,網路和網際網路在此語境下可視為同義詞
microsoft windows,system,windows,system,0.956,0.9,節點 A 和節點 B 的名稱語意等價，都是指 Microsoft Windows 作業系統
使用者的電腦,system,使用者電腦,system,0.9555,0.9,節點 A 和節點 B 的名稱語意等價
硬體設備,system,電腦設備,system,0.9548,0.8,硬體設備和電腦設備在系統中指涉的概念相近
公開金鑰加密系統,system,公開金鑰密碼系統,system,0.9546,0.9,公開金鑰加密系統和公開金鑰密碼系統是同義詞
集中式存取控制,system,集中式存取控制系統,system,0.9537,0.9,兩節點名稱語意等價，都是描述集中式存取控制的概念
電腦控制的設備,system,控制的設備,system,0.9506,0.8,節點 A 和節點 B 都描述控制的設備，且電腦控制的設備是控制設備的一種特定形式
雲服務,system,雲端服務,system,0.9491,0.9,雲服務和雲端服務是同義詞
加密系統,system,密碼系統,system,0.9481,0.9,加密系統和密碼系統是同義詞
終端使用者裝置,system,用戶終端設備,system,0.9469,0.9,兩節點名稱語意等價，都是指用戶使用的終端設備
安全網路,system,安全傳輸網路,system,0.9468,0.8,安全網路和安全傳輸網路的名稱語意相近，指稱資訊系統中的安全傳輸機制
備援電力系統,system,備援電力,system,0.946,0.9,兩節點名稱語意相近，備援電力系統和備援電力指稱同一概念
amazon aws,system,aws,system,0.946,1.0,節點 A 和節點 B 的名稱語意等價，均指稱 Amazon Web Services
網站伺服器,system,網頁伺服器,system,0.9454,0.9,網站伺服器和網頁伺服器是同義詞
企業網路,system,公司網路,system,0.9432,0.9,企業網路和公司網路是同義詞
雲端運算服務,system,雲端運算,system,0.9415,0.9,雲端運算服務和雲端運算是同義詞
smartphone,system,手機,system,0.9406,0.9,smartphone 和 手機 是同義詞
電腦網路,system,網路,system,0.9401,0.9,電腦網路和網路是同義詞
ic金融卡,system,ic 卡,system,0.94,0.9,ic金融卡和ic卡是同義詞
電力設施,system,電力設備,system,0.94,0.9,電力設施和電力設備是同義詞
郵件伺服器,system,收受郵件伺服器,system,0.9388,0.9,郵件伺服器和收受郵件伺服器在語意上相近，都是負責處理郵件的伺服器
雲端環境,system,雲端服務環境,system,0.9387,0.8,節點 A 和節點 B 的名稱語意相近，雲端環境和雲端服務環境都指涉雲端計算的基礎設施
無線網路,system,無線區域網路,system,0.9384,0.8,無線網路和無線區域網路在此語境下可視為同義詞
4g lte,system,4g,system,0.9365,0.9,4G LTE 是 4G 的標準化形式
行動電話,system,手機,system,0.9357,0.9,行動電話和手機是同義詞
使用者的電腦,system,用戶電腦,system,0.933,0.9,節點 A 和節點 B 的名稱語意等價，都是指用戶使用的電腦
windows 作業系統,system,windows,system,0.9329,0.9,節點 A 和節點 B 的名稱語意等價，都是指 Windows 作業系統
web伺服器,system,網頁伺服器,system,0.9307,0.9,web伺服器和網頁伺服器是同義詞
tcp/ip 通訊協定,system,tcp/ip 協定組,system,0.93,0.9,tcp/ip 通訊協定和tcp/ip 協定組是同義詞
網通設備,system,網路設備,system,0.9297,0.9,網通設備和網路設備是同義詞
電腦系統,system,系統計算機,system,0.9296,0.9,電腦系統和系統計算機在此語境下指稱同一概念
行動通訊,system,行動通訊系統,system,0.927,0.9,兩節點名稱語意相近，行動通訊系統是行動通訊的標準化形式
資訊安全管理系統,system,資訊安全系統,system,0.9265,0.9,兩節點名稱語意相近，均指涉資訊安全的管理或系統
目標主機系統,system,目標系統,system,0.9244,0.9,兩節點名稱語意相近，指稱同一概念
windows 電腦,system,microsoft windows,system,0.9242,0.9,windows 電腦和microsoft windows是同義詞
資訊系統,system,資訊處理系統,system,0.9234,0.9,資訊系統和資訊處理系統是同義詞
4g,system,4g通訊,system,0.9227,0.9,4g 和 4g 通訊是同義詞，指稱相同的無線通訊技術概念
硬體,system,硬體設備,system,0.9222,0.9,硬體和硬體設備是同義詞
web 伺服器,system,網頁伺服器,system,0.9222,0.9,web 伺服器和網頁伺服器是同義詞
linux 系統,system,linux系統,system,0.921,1.0,節點 A 和節點 B 的名稱語意完全相同
組織內部網路,system,企業內部網路,system,0.9208,0.9,組織內部網路和企業內部網路是同義詞
雲端運算服務,system,雲端服務,system,0.9202,0.9,雲端運算服務和雲端服務是同義詞
安全基礎設施,system,基礎設施安全,system,0.9162,0.9,安全基礎設施和基礎設施安全是語意等價的表達
企業內部網路,system,內部網路,system,0.9156,0.9,兩節點名稱語意等價
物聯網雲端平台,system,物聯網平台,system,0.9135,0.8,兩節點名稱語意相近，雲端平台是物聯網平台的一種形式
wi-fi 熱點,system,wifi 熱點,system,0.913,1.0,wi-fi 和 wifi 是同義詞
關鍵資訊基礎設施,system,資訊基礎設施,system,0.9126,0.8,兩節點名稱語意相近，關鍵資訊基礎設施是資訊基礎設施的一種特定類型
windows 作業系統,system,microsoft windows,system,0.9115,0.9,windows 作業系統和 microsoft windows 是同義詞
基礎設施即服務(iaas),system,基礎架構即服務 (iaas),system,0.9109,1.0,兩節點名稱語意等價，都是指基礎設施即服務（IaaS）
使用者裝置,system,裝置,system,0.9104,0.8,使用者裝置和裝置是相關的概念，且使用者裝置可以被視為裝置的一種特定類型
資訊處理設施,system,資訊處理系統,system,0.9055,0.9,資訊處理設施和資訊處理系統是同義詞
組織內部網路,system,內部網路,system,0.9043,0.9,節點名稱語意等價
用戶設備,system,用戶終端設備,system,0.9038,0.9,用戶設備和用戶終端設備是同義詞
外部網路,system,外部網路設施,system,0.9036,0.8,節點名稱語意相近，外部網路和外部網路設施指稱同一概念
資訊資產,system,資訊安全資產,system,0.9035,0.8,資訊資產和資訊安全資產在本體論類別system下具有相近的語意含義
組織內部網路,system,組織網路,system,0.9025,0.9,組織內部網路和組織網路是同義詞
電子商務,system,電子商務系統,system,0.9025,0.9,電子商務和電子商務系統是同義詞，指稱同一個概念
企業網路,system,企業內部網路,system,0.9024,0.9,企業網路和企業內部網路是同義詞
ip 攝影機,system,ip camera,system,0.8997,1.0,ip 攝影機和 ip camera 是同義詞
linux 作業系統,system,linux系統,system,0.8992,0.9,節點 A 和節點 B 的名稱語意等價，都是指 Linux 作業系統
linux 作業系統,system,linux,system,0.8986,1.0,linux 作業系統和 linux 是同義詞
關鍵基礎設施,system,關鍵資訊基礎設施,system,0.8955,0.9,兩節點名稱語意相近，關鍵基礎設施和關鍵資訊基礎設施指稱相同概念
物聯網路,system,物聯網,system,0.894,0.9,兩節點名稱語意等價，物聯網路是物聯網的標準化形式
4g無線網路,system,4g通訊,system,0.8932,0.8,4g無線網路和4g通訊在語意上相近，均指涉及4g技術的通訊或網路系統
電子檔案系統,system,檔案系統,system,0.8917,0.8,電子檔案系統和檔案系統在語意上相近，檔案系統可以被視為電子檔案系統的標準化形式或同義詞
雲端服務系統,system,雲端服務環境,system,0.8916,0.8,雲端服務系統和雲端服務環境在本體論類別system下為同義詞
資訊設備,system,硬體設備,system,0.8909,0.8,資訊設備和硬體設備在系統本體論類別下為同義詞
資訊處理設施,system,資訊基礎設施,system,0.8909,0.8,兩節點名稱語意相近，均指資訊系統的基礎設施
物聯網設備,system,物聯網裝置,system,0.89,0.9,物聯網設備和物聯網裝置是同義詞
4g lte,system,4g通訊,system,0.8889,0.8,4G LTE 和 4G 通訊都是指第四代行動通訊技術
ip 協定,system,tcp/ip 協定組,system,0.8886,0.9,ip 協定和 tcp/ip 協定組都是指網際網路協定套件中的核心協定
使用者裝置,system,終端使用者裝置,system,0.8884,0.9,兩節點名稱語意相近，使用者裝置和終端使用者裝置指稱同一概念
資產,system,資訊資產,system,0.8884,0.9,資產和資訊資產在資訊系統或基礎設施的本體論類別下是同義詞
linux系統設備,system,linux系統,system,0.8879,0.8,linux系統設備和linux系統在語意上相近，設備是系統的一部分
行動裝置,system,手機,system,0.8876,0.9,行動裝置和手機是同義詞
無線網路,system,無線存取網路,system,0.8866,0.9,無線網路和無線存取網路是同義詞
資通系統,system,系統,system,0.8866,0.8,資通系統和系統是相關的概念，且資通系統可以被視為系統的一種子類別或同義詞
使用者裝置,system,用戶設備,system,0.8864,0.9,使用者裝置和用戶設備是同義詞
核心網路,system,lte 核心網路,system,0.8859,0.9,lte 核心網路是核心網路的一種特定實現形式
個人電腦,system,家中電腦,system,0.8856,0.9,個人電腦和家中電腦在語意上相當接近，通常指同一類型的電腦
iot裝置,system,物聯網裝置,system,0.8854,1.0,iot裝置和物聯網裝置是同義詞
目標主機,system,目標主機系統,system,0.8849,0.9,目標主機和目標主機系統在資訊系統的語境下是同義詞
電腦作業系統,system,系統計算機,system,0.8849,0.8,電腦作業系統和系統計算機雖然名稱不同，但都指涉計算機系統的核心部分
internet 伺服器,system,web 伺服器,system,0.8848,0.9,internet 伺服器和 web 伺服器在大多數情況下是同義詞
4g,system,4g無線網路,system,0.8844,0.8,4g和4g無線網路在資訊系統或基礎設施的本體論類別下語意等價
資訊設備,system,電腦設備,system,0.8835,0.8,資訊設備和電腦設備在此語境下可視為同義詞
smartphone,system,行動裝置,system,0.8826,0.9,smartphone 和 行動裝置 是同義詞
web伺服器,system,網站伺服器,system,0.8811,0.9,web伺服器和網站伺服器是同義詞
網路系統,system,網路,system,0.881,0.9,網路系統和網路是同義詞
網路環境,system,網路,system,0.8796,0.8,網路環境和網路是相關的概念，且網路環境可以被視為網路的具體實現
web 伺服器,system,網站伺服器,system,0.8774,0.9,web 伺服器和網站伺服器是同義詞
使用者端,system,用戶電腦,system,0.8774,0.9,使用者端和用戶電腦在資訊系統中指稱同一概念
系統主機,system,系統計算機,system,0.8773,0.9,系統主機和系統計算機是同義詞
資訊處理設施,system,資訊設備,system,0.8773,0.8,資訊處理設施和資訊設備在系統本體論類別下具有相似的語意含義
使用者的電腦,system,個人電腦,system,0.8767,0.9,使用者的電腦和個人電腦是同義詞
用戶終端,system,用戶終端設備,system,0.8766,0.9,用戶終端和用戶終端設備是同義詞
用戶終端,system,終端使用者裝置,system,0.8762,0.9,用戶終端和終端使用者裝置是同義詞
